0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
239.97083156083784,64.00781202322104,232.0021551624036,87.32124598286491,55.08175741568164,129.49517365523704,284.50834785643815,55.08175741568164,233.20591759215716,36.71511950137164,55.08175741568164,73.00684899377592,75.17935325875418,129.43189168459233,19.228103367801744,103.55523958885576,89.3517893272152,31.388059910102704,156.31060264128467,29.267722048747235,15.468857414030648,19.18004840530497,4.461293990913655,47.177038362397006,2.0
245.40578640284747,66.21933252457322,249.51352668743232,86.4060183089118,53.009433122794285,118.92854997854805,302.80356668969404,54.0,249.19470299346253,32.01562118716424,53.0,62.76941930590086,85.85007596407014,114.97608560173106,6.256609340556251,91.78991060824606,78.80091988515011,41.19276481943305,172.3901628424478,30.65066795705287,15.349004150779768,23.83114957883589,1.3532278169959675,57.55942143470106,2.0
245.73359558676546,64.0,232.62201099638014,87.32124598286491,54.0,119.6703806294607,285.79713084634,56.04462507680822,234.75306174787156,36.71511950137164,53.009433122794285,77.47257579298626,70.75396819851244,113.62937773065683,21.952858745584155,118.2768293561306,94.19090752732528,41.951625059701705,152.92662717968636,24.667954711788944,15.055124274162267,24.418997209641475,5.120514074729569,37.055215932080486,2.0
243.18922673506736,63.0,230.5558500667463,66.76076692189807,53.0,96.33275663033837,274.33191575170395,37.0,238.47222060441337,17.0,54.0,56.61271941887264,71.04351752348208,106.53483785734517,13.276397042316024,89.99999999999999,93.97938245267821,41.63353933657019,164.68166420654538,17.47477425625567,14.977100023839698,31.831622806084646,2.041938751138829,72.52522574374434,2.0
198.4363877921587,22.67156809750927,213.60009363293827,73.43023900274328,36.0,96.33275663033837,253.77549133042774,54.0,201.06217943710845,32.01562118716424,55.08175741568164,56.61271941887264,129.5886970767889,119.35775354279127,11.132820891274127,75.98739665431054,45.719506136274155,41.63353933657021,165.89464223566486,33.277288210191195,4.691796786936949,19.008707120638544,2.9725368730611037,70.73531513549825,2.0
215.24404753674375,0.0,215.24404753674375,66.76076692189807,53.0,96.33275663033837,253.58430550804994,53.0,201.79197209007103,33.0,53.009433122794285,61.91122676865643,,106.53483785734517,10.911128384283476,88.91907581333932,,41.63353933657019,166.23921488820875,32.20339438345268,0.0,31.831622806084646,2.849656727507786,58.877529803208006,2.0
215.3903433304288,15.0,213.67732682715777,73.43023900274328,53.0,109.62207806824317,270.29613389761977,53.0,218.34147567514515,32.0,55.08175741568164,55.65968020030299,81.45608108920095,119.35775354279127,10.229008287359505,74.1974860460645,94.56322975423787,35.71995431229032,167.30041551040264,33.58640239662805,3.980689156561116,24.92229214491841,2.4705762022377824,72.21611155730747,2.0
215.24404753674375,15.0,213.60009363293827,66.76076692189807,53.009433122794285,95.67131231461184,236.91348631937356,53.0,185.32404053441098,37.12142238654117,36.013886210738214,61.91122676865643,81.71931775727819,105.45391367068446,11.689369175439296,115.66418810374847,94.29584051127156,42.266849352370336,164.98892242200856,32.71361046798659,3.984841731450225,32.27923697694522,3.321708402552204,31.622201428264937,2.0
213.60009363293827,0.0,213.60009363293827,66.76076692189807,53.0,96.33275663033837,236.91348631937356,37.0,200.82081565415473,32.0,55.08175741568164,55.65968020030299,,106.53483785734517,11.68936917543917,74.1974860460645,,41.63353933657019,166.17134902771988,33.58640239662805,0.0,31.831622806084646,2.1392817968409585,72.21611155730747,2.0
178.71765441612084,17.029386365926403,195.7396229688818,72.56031973468694,36.0,95.67131231461184,235.93431289238112,53.0,184.35834670553976,33.015148038438355,53.009433122794285,62.76941930590086,178.23008217100318,119.74488129694222,11.738571206722392,90.65478040226769,1.615958926945115,41.185925165709655,164.90842732140504,31.73159214371355,0.15395890205266988,19.06919353734816,3.3530014718724575,57.61362745401874,2.0
177.63445611704955,24.08318915758459,197.44872752185566,52.55473337388365,53.0,87.09190547921202,219.31712199461307,36.0,184.35834670553976,32.0,53.0,61.91122676865643,143.21046103851046,111.19405648154229,12.642152327889944,90.0,32.60056963759915,34.23746277685754,164.908427321405,31.122470196791998,4.188969323890507,34.56848074160018,2.4494203507048957,58.877529803208006,2.0
143.0034964607509,46.75467891024384,180.8535318980528,58.60034129593445,53.0,99.76472322419383,218.56349191939628,53.009433122794285,167.0449041425688,31.0,53.009433122794285,61.91122676865643,138.86889251470936,126.67434966957317,11.874395094605072,91.0809241866607,31.340268891055135,28.106269820801877,164.38167995266713,30.041546010131302,9.790838594235538,25.21938050962495,3.7439249527276983,58.877529803208006,2.0
126.01983970788092,39.81205847478876,164.34719346554112,35.84689665786984,36.0,62.26556030423239,184.6212338816963,36.013886210738214,149.89329538041386,31.0,36.013886210738214,48.16637831516918,162.01647407298796,120.14138555207535,13.80007266406857,91.59114027119459,13.694303630865813,29.859016164923084,162.9144385390046,40.04239906537562,4.289222296146281,29.99959828300156,3.28548879692681,48.36646066342981,2.0
125.15989773086265,46.75467891024384,166.0873264279969,36.359317925395686,35.0,62.26556030423239,184.35834670553976,36.0,149.89329538041386,17.0,38.07886552931954,47.4236228055175,146.27463008815295,121.5042667192042,15.091572678594904,113.19859051364818,24.733398959777517,29.859016164923098,161.32329826780992,19.237639274886796,8.991970952069535,28.63671711587272,3.585129053595182,47.56377021146502,2.0
125.15989773086265,47.50789408087881,167.0449041425688,36.359317925395686,35.0,62.26556030423239,185.32404053441098,36.0,150.8409758653132,24.041630560342615,39.0,61.91122676865643,147.0742941295266,121.5042667192042,15.011077577991205,157.61986494804043,24.032862465715525,29.859016164923098,161.4449344148682,8.502605248751529,8.892843404757846,28.63671711587272,3.5439880071404946,13.877529803208008,2.0
