0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
197.60819821049935,48.0,195.65530915362353,205.23401277566055,53.0,155.7562197795003,36.71511950137164,35.014282800023196,37.12142238654117,133.5440002396214,18.0,116.86744627996283,80.68067860864048,18.170101189194703,62.278823498825446,20.606260613836778,85.30931554426516,155.73870914752214,61.10809458344023,156.28640511365916,14.010005847094376,6.0911896632830835,56.61308191773435,3.1073342725040565,6.0
178.71765441612084,33.015148038438355,179.8054504179448,188.8200201249857,54.0,139.08630414242805,24.041630560342615,38.07886552931954,36.71511950137164,133.8992158304148,18.0,117.27318534089538,86.59932609650068,19.49053050797541,68.19859051364818,21.00678943077173,82.83906904265127,153.06649229758435,37.44365594356054,155.83908487667586,10.561604860848028,7.442977194440224,74.35775354279127,3.154125692552311,6.0
178.71765441612084,33.0,178.80995498014084,188.8200201249857,36.0,155.3479964466874,24.041630560342615,38.07886552931954,36.71511950137164,133.8992158304148,18.0,117.27318534089538,84.86362150757226,19.490530507975468,68.19859051364818,21.00678943077173,84.54447820807964,156.0749592419933,37.44365594356054,155.83908487667586,10.59190028434807,4.434510250031251,74.35775354279127,3.154125692552311,6.0
178.71765441612084,33.0,178.80995498014084,184.35834670553976,37.0,148.94629904767692,36.235341863986875,35.0,36.71511950137164,133.8992158304148,19.0,116.36150566231085,84.86362150757226,15.091572678594881,62.02052561151985,21.006789430771747,84.54447820807964,161.20011484134733,60.64224645720873,155.63754698468796,10.59190028434807,3.708312480057881,57.33722793127141,3.3556635845403164,6.0
161.7930777258409,49.9799959983992,180.6792738528689,184.6212338816963,36.0,150.2165104108067,36.71511950137164,36.0,36.71511950137164,148.62705002791384,35.0,115.95257651298655,104.20980922868628,15.391212935263148,60.64224645720873,18.434948822921974,60.23544430663545,160.96195998269758,60.64224645720873,156.08768244824915,15.554746464678265,3.646827082039133,58.71550708558254,5.477368728828907,6.0
178.0028089666003,33.0,180.8535318980528,184.35834670553976,39.0,155.3479964466874,24.041630560342615,39.0,37.21558813185679,149.89329538041386,24.20743687382041,127.34991166074674,89.6781169846013,37.71143762663533,67.61986494804043,19.613461460052914,79.80849814997231,133.45509429395287,36.680412501145156,156.7281974389076,10.513384865426447,8.83346807941182,75.69972255081441,3.658341101039404,6.0
178.71765441612084,37.12142238654117,195.7396229688818,200.82081565415473,53.0,149.89329538041386,36.235341863986875,36.0,37.21558813185679,149.89329538041386,19.0,132.03408650799233,112.11894988251534,13.828650972280153,62.02052561151985,18.676701732190118,57.762252034681104,161.32329826780992,59.30027744918559,158.68208772453846,10.118798082803536,4.848050759909898,58.679196939294556,2.641210543271405,6.0
178.63090438107287,49.9799959983992,197.60819821049935,200.82081565415473,53.0,149.89329538041386,36.71511950137164,36.013886210738214,37.589892258425,149.57606760441325,35.0,116.86744627996283,105.06824981736284,13.828650972280153,62.23338672840332,18.313816277153503,60.79551349478503,161.32329826780992,59.798400062840194,156.28640511365919,14.136236687852135,4.848050759909898,57.96821320875649,5.399778609187394,6.0
178.63090438107287,49.9799959983992,197.60819821049935,200.82081565415473,53.009433122794285,150.2165104108067,47.4236228055175,53.0,36.71511950137164,133.5440002396214,18.0,116.86744627996283,105.06824981736284,14.909575158940829,42.436229788535,20.606260613836778,60.79551349478503,159.88103579603677,60.64224645720873,156.28640511365916,14.136236687852135,5.209389045022317,76.92152375425628,3.1073342725040565,6.0
195.7396229688818,33.0,195.65530915362353,189.15602025840997,53.0,140.4314779527724,17.029386365926403,39.0,47.4236228055175,155.3479964466874,35.0,124.16923934694937,85.01758040962419,19.77607660263923,109.25340428461062,23.92504075800662,85.30931554426516,152.88755357204423,19.816364840494558,149.51105950016913,9.673104046110677,7.336369825316603,50.930230874894804,6.563899741824245,6.0
